#Variables:,
#pr_bcc-csm1-1_rcp45(mm):Precipitation,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,pr_bcc-csm1-1_rcp45(mm)",
3/9/2047,0
3/10/2047,0
3/11/2047,13.524018
3/12/2047,18.699928
3/13/2047,0
3/14/2047,0
3/15/2047,0
3/16/2047,0
3/17/2047,1.948308
3/18/2047,0
3/19/2047,0
3/20/2047,1.125038
3/21/2047,1.081451
3/22/2047,1.522445
3/23/2047,0
3/24/2047,0
3/25/2047,5.543674
3/26/2047,1.530763
3/27/2047,0
3/28/2047,0
3/29/2047,0
3/30/2047,0
3/31/2047,0
4/1/2047,6.554364
4/2/2047,0.489832
4/3/2047,6.139033
4/4/2047,20.551229
4/5/2047,0.954682
4/6/2047,0
4/7/2047,0.503989
4/8/2047,0
4/9/2047,0
4/10/2047,0
4/11/2047,0
4/12/2047,0
4/13/2047,0
4/14/2047,0
4/15/2047,0
4/16/2047,0
4/17/2047,0.287
4/18/2047,0.734057
4/19/2047,0
4/20/2047,2.949466
4/21/2047,22.471043
4/22/2047,4.905421
4/23/2047,0
4/24/2047,0
4/25/2047,0
4/26/2047,2.840233
4/27/2047,0.741499
4/28/2047,0
4/29/2047,0
4/30/2047,1.174698
5/1/2047,17.147066
5/2/2047,3.465222
5/3/2047,17.316792
5/4/2047,37.429577
5/5/2047,1.61454
5/6/2047,0
5/7/2047,0
5/8/2047,0
5/9/2047,0
5/10/2047,0
5/11/2047,0
5/12/2047,0
5/13/2047,0
5/14/2047,0
5/15/2047,0
5/16/2047,40.550041
5/17/2047,14.830993
5/18/2047,0
5/19/2047,0
5/20/2047,0
5/21/2047,9.338709
5/22/2047,0
5/23/2047,0
5/24/2047,0
5/25/2047,0
5/26/2047,0
5/27/2047,0
5/28/2047,0.734821
5/29/2047,0
5/30/2047,0
5/31/2047,0
6/1/2047,0
6/2/2047,0
6/3/2047,0
6/4/2047,0
6/5/2047,7.102564
6/6/2047,0.740943
6/7/2047,3.017694
6/8/2047,7.327662
6/9/2047,0
6/10/2047,0
6/11/2047,0
6/12/2047,0
6/13/2047,0
6/14/2047,0
6/15/2047,1.964315
6/16/2047,0
6/17/2047,0
6/18/2047,0
6/19/2047,1.52697
6/20/2047,1.087151
6/21/2047,1.21465
6/22/2047,2.951506
6/23/2047,0
6/24/2047,0
6/25/2047,0
6/26/2047,0
6/27/2047,0
6/28/2047,0
6/29/2047,0
6/30/2047,0
7/1/2047,0
7/2/2047,0
7/3/2047,0
7/4/2047,0
7/5/2047,0
7/6/2047,0
7/7/2047,0
7/8/2047,0
7/9/2047,0
7/10/2047,0.481593
7/11/2047,0
7/12/2047,0
7/13/2047,0
7/14/2047,0
7/15/2047,0
7/16/2047,16.593697
7/17/2047,12.447386
7/18/2047,16.184513
7/19/2047,28.160603
7/20/2047,43.73875
7/21/2047,0.784362
7/22/2047,0
7/23/2047,0
7/24/2047,0
7/25/2047,0
7/26/2047,0
7/27/2047,0
7/28/2047,0
7/29/2047,0
7/30/2047,0
7/31/2047,0
8/1/2047,0.898224
8/2/2047,0
8/3/2047,0
8/4/2047,0
8/5/2047,0
8/6/2047,0
8/7/2047,0
8/8/2047,0
8/9/2047,0.618086
8/10/2047,0
8/11/2047,0
8/12/2047,0.605688
8/13/2047,0.448506
8/14/2047,0
8/15/2047,0
8/16/2047,0
8/17/2047,0
8/18/2047,0
8/19/2047,0
8/20/2047,0
8/21/2047,2.479882
8/22/2047,0
8/23/2047,0.6775
8/24/2047,1.603028
8/25/2047,8.938961
8/26/2047,0
8/27/2047,0
8/28/2047,0
8/29/2047,0
8/30/2047,0
8/31/2047,0
9/1/2047,0
9/2/2047,0.306579
9/3/2047,0.409793
9/4/2047,0
9/5/2047,2.267504
9/6/2047,0
9/7/2047,0
9/8/2047,0
9/9/2047,0
9/10/2047,3.662956
9/11/2047,4.743821
9/12/2047,1.679528
9/13/2047,14.879733
9/14/2047,8.375566
9/15/2047,0.547111
9/16/2047,0
9/17/2047,0.390171
9/18/2047,0
9/19/2047,2.570695
9/20/2047,0
9/21/2047,0
9/22/2047,1.125517
9/23/2047,0.289915
9/24/2047,0
9/25/2047,0
9/26/2047,0
9/27/2047,0.314856
9/28/2047,0
9/29/2047,0
9/30/2047,0
10/1/2047,0
10/2/2047,0
10/3/2047,0
10/4/2047,0.745839
10/5/2047,0.296109
10/6/2047,0.341944
10/7/2047,0
10/8/2047,2.253012
10/9/2047,0.805923
10/10/2047,0
10/11/2047,0
10/12/2047,0
10/13/2047,0
10/14/2047,1.297332
10/15/2047,1.448126
10/16/2047,0
10/17/2047,0
10/18/2047,0
10/19/2047,0
10/20/2047,0
10/21/2047,0
10/22/2047,0
10/23/2047,0.63913
10/24/2047,1.588037
10/25/2047,0
10/26/2047,0
10/27/2047,0
10/28/2047,0
10/29/2047,13.246055
10/30/2047,0
10/31/2047,0
11/1/2047,0
11/2/2047,0
11/3/2047,0
11/4/2047,0
11/5/2047,7.721085
11/6/2047,20.67028
11/7/2047,8.990334
11/8/2047,4.660217
11/9/2047,0
11/10/2047,0
11/11/2047,0
11/12/2047,0
11/13/2047,0
11/14/2047,0
11/15/2047,0
11/16/2047,0
11/17/2047,0
11/18/2047,0
11/19/2047,0
11/20/2047,0
11/21/2047,0
11/22/2047,0
11/23/2047,0
11/24/2047,0
11/25/2047,0
11/26/2047,0
11/27/2047,0
11/28/2047,0
11/29/2047,0
11/30/2047,0
12/1/2047,0
12/2/2047,0
12/3/2047,0
12/4/2047,0
12/5/2047,0
12/6/2047,0
12/7/2047,0.280942
12/8/2047,0
12/9/2047,0
12/10/2047,1.664334
12/11/2047,4.889102
12/12/2047,0
12/13/2047,0
12/14/2047,0
12/15/2047,0.976011
12/16/2047,0.287306
12/17/2047,0
12/18/2047,0
12/19/2047,0
12/20/2047,0
12/21/2047,0
12/22/2047,0
12/23/2047,0
12/24/2047,0.586562
12/25/2047,4.8134
12/26/2047,1.628718
12/27/2047,0
12/28/2047,0
12/29/2047,0
12/30/2047,0
12/31/2047,0
1/1/2048,0
1/2/2048,0
1/3/2048,0
1/4/2048,0
1/5/2048,0
1/6/2048,0
1/7/2048,0
1/8/2048,0
1/9/2048,0
1/10/2048,1.988606
1/11/2048,0
1/12/2048,0
1/13/2048,0
1/14/2048,0
1/15/2048,0
1/16/2048,0
1/17/2048,3.10193
1/18/2048,0
1/19/2048,0
1/20/2048,0
1/21/2048,0
1/22/2048,0
1/23/2048,0
1/24/2048,0
1/25/2048,0
1/26/2048,0
1/27/2048,5.059432
1/28/2048,0
1/29/2048,13.180043
1/30/2048,5.695374
1/31/2048,0
2/1/2048,0
2/2/2048,0
2/3/2048,0
2/4/2048,0
2/5/2048,0
2/6/2048,0
2/7/2048,0.880044
2/8/2048,1.215271
2/9/2048,0.490404
2/10/2048,9.492658
2/11/2048,1.229928
2/12/2048,0
2/13/2048,0
2/14/2048,0
2/15/2048,0
2/16/2048,0
2/17/2048,0
2/18/2048,0
2/19/2048,0
2/20/2048,0
2/21/2048,0
2/22/2048,0
2/23/2048,0
2/24/2048,0
2/25/2048,0
2/26/2048,0
2/27/2048,0
2/28/2048,4.678597
2/29/2048,14.607661
3/1/2048,24.536726
3/2/2048,17.175758
3/3/2048,0
3/4/2048,0
3/5/2048,0
3/6/2048,0
3/7/2048,0
3/8/2048,0
3/9/2048,0
3/10/2048,9.4125
3/11/2048,14.393342
3/12/2048,1.297937
3/13/2048,18.249119
3/14/2048,7.292888
3/15/2048,0
3/16/2048,7.345121
3/17/2048,0
3/18/2048,0
3/19/2048,3.317423
3/20/2048,5.288039
3/21/2048,2.27937
3/22/2048,1.13236
3/23/2048,2.027211
3/24/2048,2.1211
3/25/2048,4.750647
3/26/2048,2.02452
3/27/2048,1.282045
3/28/2048,0.660375
3/29/2048,0.290121
3/30/2048,1.777784
3/31/2048,0
4/1/2048,0
4/2/2048,0
4/3/2048,0
4/4/2048,0
4/5/2048,0.633509
4/6/2048,23.557295
4/7/2048,0
4/8/2048,0
4/9/2048,0
4/10/2048,0
4/11/2048,0
4/12/2048,0
4/13/2048,0.500863
4/14/2048,27.126488
4/15/2048,0
4/16/2048,0
4/17/2048,0
4/18/2048,0
4/19/2048,5.000215
4/20/2048,0
4/21/2048,1.727155
4/22/2048,0
4/23/2048,0
4/24/2048,0
4/25/2048,2.917693
4/26/2048,19.67555
4/27/2048,2.017407
4/28/2048,0.317946
4/29/2048,0
4/30/2048,0
5/1/2048,0
5/2/2048,0
5/3/2048,4.665252
5/4/2048,5.104519
5/5/2048,0
5/6/2048,0
5/7/2048,2.249065
5/8/2048,8.771313
5/9/2048,0
5/10/2048,0.606424
5/11/2048,0.639436
5/12/2048,0
5/13/2048,0
5/14/2048,0
5/15/2048,0
5/16/2048,0
5/17/2048,0
5/18/2048,0
5/19/2048,6.564636
5/20/2048,0
5/21/2048,0
5/22/2048,0
5/23/2048,0
5/24/2048,0
5/25/2048,0
5/26/2048,0
5/27/2048,0
5/28/2048,0
5/29/2048,0
5/30/2048,0
5/31/2048,0
6/1/2048,0
6/2/2048,0.534512
6/3/2048,5.945068
6/4/2048,0.913677
6/5/2048,0
6/6/2048,5.88902
6/7/2048,6.02904
6/8/2048,0
6/9/2048,0
6/10/2048,0
6/11/2048,0
6/12/2048,0
6/13/2048,0
6/14/2048,0
6/15/2048,1.7085
6/16/2048,1.982989
6/17/2048,1.104776
6/18/2048,1.922671
6/19/2048,1.330594
6/20/2048,0
6/21/2048,0.467467
6/22/2048,0
6/23/2048,0
6/24/2048,0
6/25/2048,5.123427
6/26/2048,0.976618
6/27/2048,2.361054
6/28/2048,0
6/29/2048,0
6/30/2048,1.664575
7/1/2048,8.380888
7/2/2048,40.691013
7/3/2048,23.059097
7/4/2048,49.190109
7/5/2048,71.213661
7/6/2048,32.944744
7/7/2048,0.404459
7/8/2048,0
7/9/2048,0
7/10/2048,0.8755
7/11/2048,0
7/12/2048,0
7/13/2048,0
7/14/2048,0
7/15/2048,0
7/16/2048,0
7/17/2048,0
7/18/2048,0
7/19/2048,0
7/20/2048,0
7/21/2048,0
7/22/2048,0
7/23/2048,0
7/24/2048,0
7/25/2048,0
7/26/2048,0
7/27/2048,0
7/28/2048,0
7/29/2048,0
7/30/2048,0
7/31/2048,0
8/1/2048,0
8/2/2048,0.533283
8/3/2048,0.67357
8/4/2048,1.70748
8/5/2048,0
8/6/2048,0.678333
8/7/2048,5.43465
8/8/2048,4.61555
8/9/2048,0.300884
8/10/2048,0
8/11/2048,0
8/12/2048,0
8/13/2048,0
8/14/2048,0
8/15/2048,7.538828
8/16/2048,0
8/17/2048,0
8/18/2048,11.751145
8/19/2048,0
8/20/2048,0
8/21/2048,5.832585
8/22/2048,17.750916
8/23/2048,5.851353
8/24/2048,0
8/25/2048,0
8/26/2048,0
8/27/2048,0.74658
8/28/2048,2.90315
8/29/2048,0
8/30/2048,0
8/31/2048,0
9/1/2048,0
9/2/2048,0
9/3/2048,0
9/4/2048,0
9/5/2048,0
9/6/2048,0
9/7/2048,0
9/8/2048,0.734069
9/9/2048,7.559834
9/10/2048,6.558707
9/11/2048,1.611009
9/12/2048,7.052899
9/13/2048,0.354804
9/14/2048,0.353812
9/15/2048,0
9/16/2048,0
9/17/2048,0.400326
9/18/2048,1.185709
9/19/2048,2.077757
9/20/2048,0
9/21/2048,2.37446
9/22/2048,13.669304
9/23/2048,15.930137
9/24/2048,1.371364
9/25/2048,0.426796
9/26/2048,2.16235
9/27/2048,9.030108
9/28/2048,17.015009
9/29/2048,1.308951
9/30/2048,0
10/1/2048,0
10/2/2048,0
10/3/2048,10.101581
10/4/2048,0.493557
10/5/2048,2.68523
10/6/2048,32.174721
10/7/2048,1.058346
10/8/2048,0
10/9/2048,1.454851
10/10/2048,0
10/11/2048,0
10/12/2048,3.81312
10/13/2048,20.074888
10/14/2048,0
10/15/2048,0.282422
10/16/2048,0
10/17/2048,2.928404
10/18/2048,1.986766
10/19/2048,20.064859
10/20/2048,1.994961
10/21/2048,0
10/22/2048,0
10/23/2048,0
10/24/2048,0
10/25/2048,0
10/26/2048,0
10/27/2048,0
10/28/2048,0
10/29/2048,0
10/30/2048,0
10/31/2048,0
11/1/2048,4.530383
11/2/2048,0
11/3/2048,0.547473
11/4/2048,0.304237
11/5/2048,1.710044
11/6/2048,3.796512
11/7/2048,12.759485
11/8/2048,0
11/9/2048,0
11/10/2048,0.705321
11/11/2048,17.870996
11/12/2048,1.500391
11/13/2048,0
11/14/2048,0
11/15/2048,1.759806
11/16/2048,0
11/17/2048,0
11/18/2048,2.549005
11/19/2048,9.018524
11/20/2048,2.070644
11/21/2048,0
11/22/2048,0
11/23/2048,0
11/24/2048,0
11/25/2048,0
11/26/2048,0
11/27/2048,1.31857
11/28/2048,0.618066
11/29/2048,0
11/30/2048,0
12/1/2048,0
12/2/2048,0.328083
12/3/2048,0
12/4/2048,0
12/5/2048,0
12/6/2048,0
12/7/2048,0
12/8/2048,0
12/9/2048,0
12/10/2048,1.33432
12/11/2048,3.426182
12/12/2048,0
12/13/2048,0
12/14/2048,0
12/15/2048,0
12/16/2048,0
12/17/2048,0
12/18/2048,0
12/19/2048,0
12/20/2048,69.028572
12/21/2048,6.053284
12/22/2048,0
12/23/2048,0.780336
12/24/2048,0
12/25/2048,0
12/26/2048,0
12/27/2048,0
12/28/2048,0
12/29/2048,0
12/30/2048,0
12/31/2048,0
1/1/2049,0
1/2/2049,0.448306
1/3/2049,6.502148
1/4/2049,2.559917
1/5/2049,0
1/6/2049,0
1/7/2049,0.346465
1/8/2049,0
1/9/2049,0
1/10/2049,0
1/11/2049,0
1/12/2049,0
1/13/2049,0
1/14/2049,0
1/15/2049,0
1/16/2049,0
1/17/2049,0.35592
1/18/2049,0
1/19/2049,0
1/20/2049,1.787043
1/21/2049,0
1/22/2049,0
1/23/2049,0
1/24/2049,0
1/25/2049,0
1/26/2049,0
1/27/2049,16.457405
1/28/2049,8.710872
1/29/2049,0
1/30/2049,0
1/31/2049,0
2/1/2049,0
2/2/2049,0
2/3/2049,0.400152
2/4/2049,0
2/5/2049,17.760431
2/6/2049,4.058447
2/7/2049,4.320523
2/8/2049,0
2/9/2049,0
2/10/2049,0
2/11/2049,0
2/12/2049,0
2/13/2049,0
2/14/2049,0
2/15/2049,0
2/16/2049,0
2/17/2049,0
2/18/2049,0
2/19/2049,12.422221
2/20/2049,5.239393
2/21/2049,0
2/22/2049,0
2/23/2049,0
2/24/2049,0
2/25/2049,0
2/26/2049,0
2/27/2049,0
2/28/2049,0
3/1/2049,2.477988
3/2/2049,0
3/3/2049,0
3/4/2049,0
3/5/2049,0
3/6/2049,0
3/7/2049,5.321016
3/8/2049,0.627955
3/9/2049,0
3/10/2049,0
3/11/2049,0
3/12/2049,0
3/13/2049,0.513066
3/14/2049,0
3/15/2049,0
3/16/2049,0
3/17/2049,0
3/18/2049,0
3/19/2049,0
3/20/2049,0
3/21/2049,0
3/22/2049,0
3/23/2049,0
3/24/2049,5.055153
3/25/2049,2.774481
3/26/2049,7.769635
3/27/2049,6.680256
3/28/2049,0.539517
3/29/2049,0.363748
3/30/2049,0
3/31/2049,0
4/1/2049,0
4/2/2049,0
4/3/2049,0
4/4/2049,0
4/5/2049,0.905424
4/6/2049,0
4/7/2049,0
4/8/2049,0
4/9/2049,0
4/10/2049,0
4/11/2049,0
4/12/2049,0
4/13/2049,0
4/14/2049,1.818335
4/15/2049,0
4/16/2049,0
4/17/2049,0.803182
4/18/2049,0
4/19/2049,0
4/20/2049,0
4/21/2049,0
4/22/2049,0
4/23/2049,0
4/24/2049,0.29369
4/25/2049,6.565861
4/26/2049,0.280073
4/27/2049,0
4/28/2049,0
4/29/2049,0
4/30/2049,0
5/1/2049,0
5/2/2049,0
5/3/2049,15.414925
5/4/2049,0.670659
5/5/2049,0
5/6/2049,0
5/7/2049,0
5/8/2049,0
5/9/2049,0
5/10/2049,0
5/11/2049,0
5/12/2049,0
5/13/2049,0
5/14/2049,9.200608
5/15/2049,5.995059
5/16/2049,30.166309
5/17/2049,1.215337
5/18/2049,0
5/19/2049,0
5/20/2049,0
5/21/2049,0
5/22/2049,2.939124
5/23/2049,15.934793
5/24/2049,0
5/25/2049,0
5/26/2049,0
5/27/2049,0
5/28/2049,1.997534
5/29/2049,14.446532
5/30/2049,9.654225
5/31/2049,17.717207
6/1/2049,1.078737
6/2/2049,5.623395
6/3/2049,1.041703
6/4/2049,0
6/5/2049,1.777256
6/6/2049,0.92769
6/7/2049,0.850028
6/8/2049,5.67274
6/9/2049,17.557724
6/10/2049,34.069595
6/11/2049,11.529488
6/12/2049,0
6/13/2049,0
6/14/2049,0
6/15/2049,0
6/16/2049,0
6/17/2049,0
6/18/2049,0
6/19/2049,0
6/20/2049,0
6/21/2049,0
6/22/2049,0
6/23/2049,0
6/24/2049,0
6/25/2049,0
6/26/2049,0
6/27/2049,0
6/28/2049,0
6/29/2049,2.670705
6/30/2049,2.689598
7/1/2049,2.866184
7/2/2049,0
7/3/2049,0
7/4/2049,0
7/5/2049,0
7/6/2049,0
7/7/2049,0
7/8/2049,0
7/9/2049,0
7/10/2049,0
7/11/2049,0
7/12/2049,0
7/13/2049,0
7/14/2049,0.282757
7/15/2049,0
7/16/2049,0
7/17/2049,0
7/18/2049,0
7/19/2049,0
7/20/2049,0
7/21/2049,0
7/22/2049,0
7/23/2049,0
7/24/2049,0.348251
7/25/2049,8.403775
7/26/2049,0
7/27/2049,2.882544
7/28/2049,0
7/29/2049,0
7/30/2049,0
7/31/2049,0
8/1/2049,0
8/2/2049,0
8/3/2049,0
8/4/2049,0.618318
8/5/2049,0
8/6/2049,0
8/7/2049,0
8/8/2049,0
8/9/2049,0
8/10/2049,0
8/11/2049,0
8/12/2049,0
8/13/2049,0.373575
8/14/2049,2.067631
8/15/2049,0
8/16/2049,0
8/17/2049,0
8/18/2049,0
8/19/2049,0
8/20/2049,0
8/21/2049,0.854455
8/22/2049,0
8/23/2049,0
8/24/2049,0
8/25/2049,0
8/26/2049,0.801354
8/27/2049,0
8/28/2049,0
8/29/2049,0
8/30/2049,0
8/31/2049,0
9/1/2049,0
9/2/2049,0
9/3/2049,0
9/4/2049,0
9/5/2049,0
9/6/2049,0
9/7/2049,0
9/8/2049,1.628168
9/9/2049,1.828157
9/10/2049,0
9/11/2049,0
9/12/2049,0
9/13/2049,0
9/14/2049,0
9/15/2049,0.286579
9/16/2049,0
9/17/2049,0
9/18/2049,0
9/19/2049,0
9/20/2049,0
9/21/2049,2.425154
9/22/2049,0
9/23/2049,0
9/24/2049,0
9/25/2049,0
9/26/2049,0
9/27/2049,0
9/28/2049,0
9/29/2049,0.764153
9/30/2049,0
10/1/2049,0
10/2/2049,0
10/3/2049,0
10/4/2049,0
10/5/2049,0
10/6/2049,0
10/7/2049,0
10/8/2049,0.305509
10/9/2049,0
10/10/2049,0
10/11/2049,3.064533
10/12/2049,0
10/13/2049,0.281362
10/14/2049,2.141284
10/15/2049,2.018228
10/16/2049,8.282911
10/17/2049,41.497532
10/18/2049,5.424171
10/19/2049,0
10/20/2049,0
10/21/2049,0
10/22/2049,0
10/23/2049,0
10/24/2049,0
10/25/2049,0
10/26/2049,0
10/27/2049,0
10/28/2049,0
10/29/2049,0
10/30/2049,0
10/31/2049,0.494524
11/1/2049,0.484457
11/2/2049,0
11/3/2049,1.152425
11/4/2049,2.095384
11/5/2049,0
11/6/2049,0
11/7/2049,0
11/8/2049,0
11/9/2049,7.773387
11/10/2049,8.698971
11/11/2049,0
11/12/2049,0
11/13/2049,0
11/14/2049,0
11/15/2049,0.599706
11/16/2049,28.160938
11/17/2049,0
11/18/2049,0
11/19/2049,21.430264
11/20/2049,5.780501
11/21/2049,0
11/22/2049,0
11/23/2049,0
11/24/2049,0
11/25/2049,0
11/26/2049,0
11/27/2049,0
11/28/2049,1.0505
11/29/2049,0.417924
11/30/2049,0
12/1/2049,0.979324
12/2/2049,4.175855
12/3/2049,2.501787
12/4/2049,1.023941
12/5/2049,0.336378
12/6/2049,1.977722
12/7/2049,0
12/8/2049,0
12/9/2049,0
12/10/2049,0
12/11/2049,0
12/12/2049,0
12/13/2049,0
12/14/2049,0
12/15/2049,0
12/16/2049,0
12/17/2049,0
12/18/2049,0
12/19/2049,0
12/20/2049,0
12/21/2049,0
12/22/2049,0
12/23/2049,0
12/24/2049,0
12/25/2049,0
12/26/2049,0.400594
12/27/2049,0
12/28/2049,0
12/29/2049,0
12/30/2049,0
12/31/2049,0
1/1/2050,0
1/2/2050,0
1/3/2050,0
1/4/2050,0
1/5/2050,0
1/6/2050,0
1/7/2050,0
1/8/2050,0
1/9/2050,0
1/10/2050,0
1/11/2050,0
1/12/2050,0.680779
1/13/2050,0.94783
1/14/2050,3.35799
1/15/2050,0
1/16/2050,0
1/17/2050,0
1/18/2050,0
1/19/2050,0
1/20/2050,0
1/21/2050,0
1/22/2050,0
1/23/2050,0
1/24/2050,2.864073
1/25/2050,3.957055
1/26/2050,0
1/27/2050,0
1/28/2050,0
1/29/2050,0
1/30/2050,0
1/31/2050,0
2/1/2050,0
2/2/2050,0
2/3/2050,0
2/4/2050,0
2/5/2050,0
2/6/2050,0
2/7/2050,0
2/8/2050,0
2/9/2050,0
2/10/2050,0
2/11/2050,0
2/12/2050,0
2/13/2050,4.193626
2/14/2050,2.017215
2/15/2050,0
2/16/2050,0
2/17/2050,0
2/18/2050,0
2/19/2050,1.585025
2/20/2050,5.192764
2/21/2050,0.657061
2/22/2050,0
2/23/2050,0
2/24/2050,0
2/25/2050,0.448389
2/26/2050,0
2/27/2050,0
2/28/2050,0
3/1/2050,0
3/2/2050,0
3/3/2050,0
3/4/2050,0
3/5/2050,0
3/6/2050,0
3/7/2050,0
3/8/2050,0
3/9/2050,0.738012
3/10/2050,0
3/11/2050,0
3/12/2050,0
3/13/2050,1.320789
3/14/2050,0.504512
3/15/2050,12.92422
3/16/2050,14.46102
3/17/2050,2.038362
3/18/2050,0.297367
3/19/2050,0
3/20/2050,2.309992
3/21/2050,3.888742
3/22/2050,4.587448
3/23/2050,3.307839
3/24/2050,0
3/25/2050,0
3/26/2050,0
3/27/2050,0
3/28/2050,0
3/29/2050,5.240469
3/30/2050,35.656349
3/31/2050,0
4/1/2050,0
4/2/2050,0
4/3/2050,0.313914
4/4/2050,0
4/5/2050,0.94017
4/6/2050,0
4/7/2050,0
4/8/2050,0
4/9/2050,0
4/10/2050,0
4/11/2050,0
4/12/2050,0
4/13/2050,1.495664
4/14/2050,0.412761
4/15/2050,2.301787
4/16/2050,0
4/17/2050,0
4/18/2050,5.737985
4/19/2050,3.239836
4/20/2050,12.385388
4/21/2050,8.567947
4/22/2050,0
4/23/2050,0
4/24/2050,0
4/25/2050,0
4/26/2050,0
4/27/2050,0.395653
4/28/2050,2.537328
4/29/2050,51.147018
4/30/2050,8.738523
5/1/2050,0
5/2/2050,0
5/3/2050,0
5/4/2050,0
5/5/2050,5.798497
5/6/2050,8.746954
5/7/2050,35.610916
5/8/2050,0.640077
5/9/2050,0
5/10/2050,0.396982
5/11/2050,1.346213
5/12/2050,1.484023
5/13/2050,0
5/14/2050,0
5/15/2050,0
5/16/2050,0
5/17/2050,0
5/18/2050,0
5/19/2050,0
5/20/2050,0.423971
5/21/2050,0
5/22/2050,0
5/23/2050,0
5/24/2050,0
5/25/2050,5.152861
5/26/2050,1.323826
5/27/2050,0
5/28/2050,0
5/29/2050,0
5/30/2050,0
5/31/2050,0
6/1/2050,0
6/2/2050,0.692771
6/3/2050,0
6/4/2050,0
6/5/2050,0
6/6/2050,0
6/7/2050,0
6/8/2050,0
6/9/2050,0
6/10/2050,0
6/11/2050,0
6/12/2050,9.656024
6/13/2050,3.175917
6/14/2050,0
6/15/2050,2.123426
6/16/2050,3.651116
6/17/2050,1.318717
6/18/2050,0
6/19/2050,0
6/20/2050,0
6/21/2050,0
6/22/2050,0
6/23/2050,0
6/24/2050,0.912682
6/25/2050,0
6/26/2050,0.797598
6/27/2050,0.394553
6/28/2050,0.467716
6/29/2050,0
6/30/2050,5.142488
7/1/2050,14.23725
7/2/2050,0
7/3/2050,0
7/4/2050,5.560442
7/5/2050,16.355381
7/6/2050,4.066094
7/7/2050,3.48719
7/8/2050,0
7/9/2050,0
7/10/2050,0
7/11/2050,0
7/12/2050,0
7/13/2050,1.469069
7/14/2050,0
7/15/2050,12.746707
7/16/2050,38.379307
7/17/2050,26.550098
7/18/2050,0
7/19/2050,0
7/20/2050,0
7/21/2050,0
7/22/2050,0.530796
7/23/2050,7.144262
7/24/2050,2.406328
7/25/2050,0.39786
7/26/2050,4.94533
7/27/2050,4.861636
7/28/2050,0
7/29/2050,2.451867
7/30/2050,0.509573
7/31/2050,0
8/1/2050,0
8/2/2050,1.345012
8/3/2050,1.445548
8/4/2050,0
8/5/2050,0.4058
8/6/2050,0
8/7/2050,0
8/8/2050,0
8/9/2050,0
8/10/2050,0
8/11/2050,0
8/12/2050,0
8/13/2050,0
8/14/2050,0
8/15/2050,1.080434
8/16/2050,0
8/17/2050,0
8/18/2050,0
8/19/2050,0
8/20/2050,0
8/21/2050,0
8/22/2050,0
8/23/2050,0
8/24/2050,0.291804
8/25/2050,0
8/26/2050,0
8/27/2050,0
8/28/2050,0
8/29/2050,0
8/30/2050,0
8/31/2050,0
9/1/2050,0
9/2/2050,0
9/3/2050,0.935376
9/4/2050,0
9/5/2050,0
9/6/2050,1.774228
9/7/2050,0
9/8/2050,7.595694
9/9/2050,7.234581
9/10/2050,0.584246
9/11/2050,6.087433
9/12/2050,1.095799
9/13/2050,0
9/14/2050,0
9/15/2050,0
9/16/2050,0
9/17/2050,0
9/18/2050,3.539454
9/19/2050,6.751411
9/20/2050,0.295451
9/21/2050,18.739082
9/22/2050,29.511517
9/23/2050,6.761192
9/24/2050,0.356955
9/25/2050,3.455617
9/26/2050,0
9/27/2050,0
9/28/2050,0
9/29/2050,0.345316
9/30/2050,0
10/1/2050,0
10/2/2050,0
10/3/2050,0.341165
10/4/2050,0
10/5/2050,13.682185
10/6/2050,0
10/7/2050,0
10/8/2050,0
10/9/2050,0
10/10/2050,0
10/11/2050,0.54203
10/12/2050,0
10/13/2050,0.312065
10/14/2050,0
10/15/2050,1.774398
10/16/2050,0
10/17/2050,0
10/18/2050,0
10/19/2050,0.515168
10/20/2050,0.996824
10/21/2050,0
10/22/2050,0
10/23/2050,0
10/24/2050,0
10/25/2050,0
10/26/2050,0
10/27/2050,0
10/28/2050,0
10/29/2050,0
10/30/2050,0
10/31/2050,0.909324
11/1/2050,0
11/2/2050,0.995324
11/3/2050,0
11/4/2050,0
11/5/2050,0
11/6/2050,0.623269
11/7/2050,0
11/8/2050,0
11/9/2050,0
11/10/2050,0
11/11/2050,0
11/12/2050,0
11/13/2050,0
11/14/2050,0
11/15/2050,0
11/16/2050,0
11/17/2050,3.686207
11/18/2050,1.535081
11/19/2050,0
11/20/2050,0
11/21/2050,0
11/22/2050,0
11/23/2050,0
11/24/2050,0
11/25/2050,0
11/26/2050,0
11/27/2050,0.619443
11/28/2050,0
11/29/2050,0
11/30/2050,0
12/1/2050,0
12/2/2050,0
12/3/2050,0
12/4/2050,0.348774
12/5/2050,0
12/6/2050,0
12/7/2050,0
12/8/2050,0
12/9/2050,0
12/10/2050,0
12/11/2050,0
12/12/2050,0
12/13/2050,0
12/14/2050,0
12/15/2050,0
12/16/2050,0
12/17/2050,0
12/18/2050,0
12/19/2050,0
12/20/2050,0
12/21/2050,0
12/22/2050,0
12/23/2050,0
